Date,Open,High,Low,Close,Volumn,AdjOpen,AdjHigh,AdjLow,AdjClose,AdjVolumn
2020-09-17,2100.0,2110.0,,,,,2015.0,
2020-09-16,2010.0,2100.0,,,,,2075.0,
2020-09-15,2075.0,2080.0,,,,,2010.0,
2020-09-14,2000.0,2150.0,,,,,2075.0,
2020-09-11,1980.0,2005.0,,,,,1970.0,
2020-09-10,1955.0,2000.0,,,,,2000.0,
2020-09-08,2100.0,2100.0,,,,,1950.0,
2020-09-02,2080.0,2125.0,,,,,2070.0,
2020-09-01,2095.0,2155.0,,,,,2120.0,
2020-08-31,2125.0,2165.0,,,,,2085.0,
2020-08-27,2200.0,2200.0,,,,,2060.0,
2020-08-26,2140.0,2195.0,,,,,2195.0,
2020-08-25,2090.0,2160.0,,,,,2135.0,
2020-08-24,2065.0,2105.0,,,,,2060.0,
2020-08-21,1915.0,2070.0,,,,,2060.0,
2020-08-20,1915.0,2080.0,,,,,1915.0,
2020-08-19,1905.0,1960.0,,,,,1900.0,
2020-08-18,1910.0,1990.0,,,,,1905.0,
2020-08-14,1935.0,1970.0,,,,,1910.0,
2020-08-13,1915.0,2010.0,,,,,1935.0,
2020-08-12,1825.0,2185.0,,,,,1945.0,
2020-08-11,1825.0,1825.0,,,,,1805.0,
2020-08-10,1705.0,1875.0,,,,,1800.0,
2020-08-07,1710.0,1720.0,,,,,1705.0,
2020-08-06,1715.0,1740.0,,,,,1720.0,
2020-08-05,1740.0,1760.0,,,,,1730.0,
2020-08-04,1740.0,1740.0,,,,,1720.0,
2020-08-03,1665.0,1795.0,,,,,1700.0,
2020-07-31,1680.0,1680.0,,,,,1665.0,
2020-07-30,1670.0,1695.0,,,,,1680.0,
2020-07-29,1705.0,1705.0,,,,,1670.0,
2020-07-28,1685.0,1735.0,,,,,1705.0,
2020-07-27,1700.0,1715.0,,,,,1685.0,
2020-07-24,1725.0,1750.0,,,,,1720.0,
2020-07-23,1685.0,1740.0,,,,,1725.0,
2020-07-22,1735.0,1735.0,,,,,1685.0,
2020-07-21,1690.0,1730.0,,,,,1705.0,
2020-07-20,1720.0,1730.0,,,,,1700.0,
2020-07-17,1720.0,1795.0,,,,,1720.0,
2020-07-16,1720.0,1755.0,,,,,1720.0,
2020-07-15,1680.0,1720.0,,,,,1720.0,
2020-07-14,1720.0,1790.0,,,,,1680.0,
2020-07-13,1730.0,1745.0,,,,,1720.0,
2020-07-10,1670.0,1740.0,,,,,1730.0,
2020-07-09,1730.0,1745.0,,,,,1695.0,
2020-07-08,1700.0,1750.0,,,,,1730.0,
2020-07-07,1685.0,1750.0,,,,,1700.0,
2020-07-06,1670.0,1770.0,,,,,1680.0,
2020-07-02,1700.0,1865.0,,,,,1690.0,
2020-07-01,1695.0,1700.0,,,,,1665.0,
2020-06-30,1675.0,1710.0,,,,,1710.0,
2020-06-29,1710.0,1710.0,,,,,1680.0,
2020-06-26,1665.0,1835.0,,,,,1710.0,
2020-06-25,1660.0,1700.0,,,,,1665.0,
2020-06-24,1715.0,1750.0,,,,,1695.0,
2020-06-23,1685.0,1745.0,,,,,1720.0,
2020-06-22,1755.0,1770.0,,,,,1720.0,
2020-06-19,1715.0,1780.0,,,,,1780.0,
2020-06-18,1755.0,1775.0,,,,,1715.0,
2020-06-17,1705.0,1850.0,,,,,1755.0,
2020-06-16,1635.0,1795.0,,,,,1725.0,
2020-06-15,1785.0,1785.0,,,,,1635.0,
2020-06-12,1760.0,1800.0,,,,,1785.0,
2020-06-11,1775.0,1880.0,,,,,1825.0,
2020-06-10,1815.0,1840.0,,,,,1800.0,
2020-06-09,1820.0,1910.0,,,,,1820.0,
2020-06-08,1790.0,1850.0,,,,,1820.0,
2020-06-05,1825.0,1870.0,,,,,1855.0,
2020-06-04,1870.0,1895.0,,,,,1865.0,
2020-06-03,1950.0,1970.0,,,,,1870.0,
2020-06-02,1850.0,2100.0,,,,,1940.0,
2020-06-01,1850.0,1900.0,,,,,1870.0,
2020-05-29,1825.0,1900.0,,,,,1850.0,
2020-05-28,1895.0,1945.0,,,,,1825.0,
2020-05-27,1780.0,1915.0,,,,,1895.0,
2020-05-26,1760.0,1815.0,,,,,1780.0,
2020-05-22,1875.0,1880.0,,,,,1805.0,
2020-05-21,1890.0,1900.0,,,,,1900.0,
2020-05-20,1810.0,1990.0,,,,,1890.0,
2020-05-19,1745.0,1830.0,,,,,1810.0,
2020-05-18,1780.0,1795.0,,,,,1765.0,
2020-05-15,1730.0,1790.0,,,,,1780.0,
2020-05-14,1790.0,1790.0,,,,,1730.0,
2020-05-13,1790.0,1800.0,,,,,1790.0,
2020-05-12,1865.0,1865.0,,,,,1790.0,
2020-05-11,1815.0,1870.0,,,,,1850.0,
2020-05-08,1790.0,1845.0,,,,,1815.0,
2020-05-07,1780.0,1800.0,,,,,1790.0,
2020-05-06,1780.0,1780.0,,,,,1780.0,
2020-05-05,1780.0,1780.0,,,,,1780.0,
2020-05-04,1760.0,1810.0,,,,,1780.0,
2020-05-01,1760.0,1760.0,,,,,1760.0,
2020-04-30,1760.0,1760.0,,,,,1760.0,
2020-04-29,1780.0,1810.0,,,,,1760.0,
2020-04-28,1780.0,1785.0,,,,,1735.0,
2020-04-27,1725.0,1795.0,,,,,1750.0,
2020-04-24,1785.0,1800.0,,,,,1725.0,
2020-04-23,1855.0,1855.0,,,,,1795.0,
2020-04-22,1840.0,1855.0,,,,,1855.0,
2020-04-21,1840.0,1870.0,,,,,1840.0,
2020-04-20,1800.0,1870.0,,,,,1845.0,
2020-04-17,1865.0,1880.0,,,,,1800.0,
2020-04-16,1825.0,1870.0,,,,,1865.0,
2020-04-15,1780.0,1780.0,,,,,1780.0,
2020-04-14,1780.0,1780.0,,,,,1780.0,
2020-04-13,1780.0,1780.0,,,,,1780.0,
2020-04-09,1780.0,1780.0,,,,,1780.0,
2020-04-08,1780.0,1780.0,,,,,1780.0,
2020-04-07,1780.0,1780.0,,,,,1780.0,
2020-04-06,1780.0,1780.0,,,,,1780.0,
2020-04-03,1780.0,1780.0,,,,,1780.0,
2020-04-02,1780.0,1780.0,,,,,1780.0,
2020-04-01,1780.0,1780.0,,,,,1780.0,
2020-03-31,1780.0,1780.0,,,,,1780.0,
2020-03-30,1780.0,1780.0,,,,,1780.0,
2020-03-27,1780.0,1780.0,,,,,1780.0,
2020-03-26,1780.0,1780.0,,,,,1780.0,
2020-03-25,1780.0,1780.0,,,,,1780.0,
2020-03-24,1780.0,1780.0,,,,,1780.0,
2020-03-23,1780.0,1780.0,,,,,1780.0,
2020-03-20,1780.0,1780.0,,,,,1780.0,
2020-03-19,1780.0,1780.0,,,,,1780.0,
2020-03-18,1780.0,1780.0,,,,,1780.0,
2020-03-17,1780.0,1780.0,,,,,1780.0,
2020-03-16,1780.0,1780.0,,,,,1780.0,
2020-03-13,1780.0,1780.0,,,,,1780.0,
2020-03-12,1780.0,1780.0,,,,,1780.0,
2020-03-11,1945.0,1960.0,,,,,1780.0,
2020-03-10,1930.0,2010.0,,,,,1960.0,
2020-03-09,2090.0,2090.0,,,,,2090.0,
2020-03-06,2090.0,2110.0,,,,,2090.0,
2020-03-05,2105.0,2185.0,,,,,2090.0,
2020-03-04,2065.0,2155.0,,,,,2080.0,
2020-03-03,2065.0,2150.0,,,,,2075.0,
2020-03-02,2070.0,2105.0,,,,,2070.0,
